"Tipo","Preco","Area","Quartos","Banheiros","Endereco","Estado","Cidade","lat","long"
"AP",1300,35,1,1,"Rua Frederico Abranches, 164 - Vila Buarque, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",500,55,2,1,"Colorado, Teresina - PI, Brazil","PI","Teresina",-5.0959967,-42.7349372
"AP",2000,107,3,4,"Jardim Paulista, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.1807797,-47.7942687
"AP",3000,50,1,1,"Melville Empresarial Ii, Barueri - SP, Brazil","SP","Barueri",-23.4838174,-46.8492753
"AP",2100,78,3,2,"Rua Alexandre Benois, 165 - Vila Andrade, São Paulo - SP, Brazil","SP","São Paulo",-23.6372143,-46.7384077
"AP",850,41,2,1,"Rua José Iuchno, 151 - Hípica, Porto Alegre - RS, Brazil","RS","Porto Alegre",NA,NA
"AP",1900,75,2,2,"Rua Franco da Rocha, 1900 - Vila Junqueira, Santo André - SP, Brazil","SP","Santo André",-23.688847,-46.5103736
"AP",1300,45,2,1,"Reserva Belas Nacoes, Bauru - SP, Brazil","SP","Bauru",NA,NA
"AP",1800,79,3,1,"Rua José de Alencar, 1364 - Alto da Rua XV, Curitiba - PR, Brazil","PR","Curitiba",-25.4232531,-49.2530721
"AP",1800,58,2,1,"Servidão Fedrigo - Centro, Florianópolis - SC, Brazil","SC","Florianópolis",-27.5896967,-48.5450967
"AP",650,48,2,1,"Rua Benedito Camargo - Jardim Guadalajara, Sorocaba - SP, Brazil","SP","Sorocaba",NA,NA
"AP",1000,58,2,1,"Senador Vasconcelos, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.8953684,-43.5288566
"AP",2000,95,3,2,"Jardim Bethania, São Carlos - SP, Brazil","SP","São Carlos",-22.0145796,-47.8999569
"AP",1800,97,2,2,"Perdizes, São Paulo - SP, Brazil","SP","São Paulo",-23.5379295,-46.680670510854
"AP",1635,84,2,1,"Rua Nelly Pellegrino, 801 - Olímpico, São Caetano do Sul - SP, Brazil","SP","São Caetano do Sul",NA,NA
"AP",3000,95,3,4,"Cambuí, Campinas - SP, Brazil","SP","Campinas",-22.892222,-47.049722
"AP",1000,47,2,1,"Avenida Londres - Jardim Europa, Sorocaba - SP, Brazil","SP","Sorocaba",-23.5201022,-47.48591
"AP",2600,68,2,1,"Auxiliadora, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0200106,-51.1905879
"AP",1450,64,2,1,"Travessa Marta da Rocha, 54 - Abolição, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.8854902,-43.2967176
"AP",1900,52,1,1,"Boqueirão, Santos - SP, Brazil","SP","Santos",-23.966065,-46.3229913
"AP",4000,65,2,2,"Rua Professor Vahia de Abreu - Vila Olímpia, São Paulo - SP, Brazil","SP","São Paulo",-23.6014864,-46.680648
"AP",950,119,2,2,"Órfãs, Ponta Grossa - PR, Brazil","PR","Ponta Grossa",-25.0714876,-50.1599955
"AP",1938,42,1,1,"Rua Frei Caneca, 679 - Consolação, São Paulo - SP, Brazil","SP","São Paulo",-23.559038,-46.6588418
"AP",2500,98,2,2,"Avenida Ijuí, 161 - Petrópolis, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0384635,-51.1873967
"AP",2200,73,3,2,"Rua Campos Sales, 1545 - Jardim Esperança, Barueri - SP, Brazil","SP","Barueri",-23.4991783,-46.8761902
"AP",1500,90,3,1,"Rua Chile - Jardim Irajá, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.2052834,-47.7966386
"AP",1325,45,2,1,"Cidade Jardim, São Carlos - SP, Brazil","SP","São Carlos",-22.0001853,-47.8946432
"AP",2200,58,1,2,"Avenida Angélica, 439 - Santa Cecília, São Paulo - SP, Brazil","SP","São Paulo",-23.5410395,-46.6555573
"AP",1000,65,1,2,"City Ribeirão, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.2155941,-47.7810541
"AP",1400,56,2,1,"Avenida Padre Arlindo Vieira, 1035 - Vila das Mercês, São Paulo - SP, Brazil","SP","São Paulo",-23.6305085,-46.6039489
"AP",1350,54,2,1,"Avenida Santa Cruz - Jardim Vera Cruz, Sorocaba - SP, Brazil","SP","Sorocaba",-23.5133718,-47.4966423
"AP",1650,55,3,2,"Continental, Osasco - SP, Brazil","SP","Osasco",-23.5277015,-46.7759232
"AP",1450,66,2,1,"Rua José João Martendal - Carvoeira, Florianópolis - SC, Brazil","SC","Florianópolis",-27.5971666,-48.5259636
"AP",1900,40,1,1,"Rua Gustavo Sampaio - Leme, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.9621191,-43.1680784
"AP",1100,64,2,1,"Rua Rodrigo Romeiro, 1045 - Vila Santo Antonio, Bauru - SP, Brazil","SP","Bauru",-22.3256126,-49.0658484
"AP",3300,93,3,2,"Rua Orlando Odilio Koerich, 308 - Jardim Atlântico, Florianópolis - SC, Brazil","SC","Florianópolis",-27.5812989,-48.5923736
"AP",2100,60,1,2,"Avenida das Américas, 19050 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-23.0179273337199,-43.4822434029528
"AP",750,57,2,1,"Avenida Caramuru, 2600 - Jardim Republica, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",NA,NA
"AP",1650,65,2,1,"Rua Octávio de Moraes Lopes - Butantã, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",950,65,2,1,"Saraiva, Uberlândia - MG, Brazil","MG","Uberlândia",-18.9221591,-48.2648964
"AP",1690,42,1,1,"Avenida Senador Vergueiro - Centro, São Bernardo do Campo - SP, Brazil","SP","São Bernardo do Campo",-23.6899031,-46.5523706
"AP",1350,51,2,1,"Rua Altamiro Di Bernardi - Campinas, São José - SC, Brazil","SC","São José",-27.5973388,-48.6095628
"AP",1200,96,2,3,"Rua Armando Couto de Magalhães Rodrigues - Vila Betânia, São José dos Campos - SP, Brazil","SP","São José dos Campos",NA,NA
"AP",2200,54,1,1,"Alameda dos Aicás, 392 - Moema, São Paulo - SP, Brazil","SP","São Paulo",-23.609025,-46.6582179
"AP",1100,40,2,1,"Rua Agrimensor Sugaya, 391 - Itaquera, São Paulo - SP, Brazil","SP","São Paulo",-23.5570373,-46.4451405
"AP",1800,90,2,2,"Rua Itararé, 446 - Vila Guilhermina, Praia Grande - SP, Brazil","SP","Praia Grande",NA,NA
"AP",4970,68,2,2,"Rua Professor José Leite e Oiticica - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.6202418,-46.698311
"AP",1360,70,2,1,"Rua Nossa Senhora Conceição Aparecida, 287 - Quitaúna, Osasco - SP, Brazil","SP","Osasco",NA,NA
"AP",1300,53,2,1,"Rua Napoleão Mazzali, 509 - Vila Campos Sales, Jundiaí - SP, Brazil","SP","Jundiaí",NA,NA
"AP",5000,155,3,5,"Rua Álvares Machado - Vila Bocaina, Mauá - SP, Brazil","SP","Mauá",-23.6695782,-46.4568148
"AP",1350,68,3,1,"Muchila I, Feira de Santana - BA, Brazil","BA","Feira de Santana",-12.2705727,-38.9684344
"AP",1600,75,2,2,"Rua Alagoas, 997 - Funcionários, Belo Horizonte - MG, Brazil","MG","Belo Horizonte",NA,NA
"AP",1100,49,2,1,"Campos Eliseos, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.1577178,-47.7985526
"AP",2000,90,3,1,"Barcelona, São Caetano do Sul - SP, Brazil","SP","São Caetano do Sul",-23.6203476,-46.5504286
"AP",2300,42,1,1,"Avenida Brigadeiro Luís Antônio, 323 - Bela Vista, São Paulo - SP, Brazil","SP","São Paulo",-23.5563459,-46.6398775
"AP",1000,36,1,1,"Avenida Professora Ana Maria Silvestre Adade, 513 - Parque das Universidades, Campinas - SP, Brazil","SP","Campinas",NA,NA
"AP",1200,54,2,1,"Rua Xingu, 415 - Jardim Bela Vista, Santo André - SP, Brazil","SP","Santo André",NA,NA
"AP",2000,32,1,1,"Avenida Coronel Lucas de Oliveira - Auxiliadora, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0246504,-51.1950433
"AP",2200,40,1,1,"Panamby, São Paulo - SP, Brazil","SP","São Paulo",-23.5190045,-46.6676637
"AP",1400,43,1,1,"Avenida Mascote, 679 - Vila Mascote, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1500,36,1,1,"Consolação, São Paulo - SP, Brazil","SP","São Paulo",-23.557818,-46.6605373
"AP",700,46,2,1,"Avenida da Saudade - Campos Eliseos, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",NA,NA
"AP",1200,74,2,2,"Vila Ana Maria, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-20.2439761,-47.4724542
"AP",700,40,1,1,"Parque Guarani, Juiz de Fora - MG, Brazil","MG","Juiz de Fora",NA,NA
"AP",1800,71,2,2,"Rua do Iano, 17 - Barreiros, São José - SC, Brazil","SC","São José",NA,NA
"AP",1500,60,1,1,"Rua Manoel Andrade, 373 - Pituba, Salvador - BA, Brazil","BA","Salvador",NA,NA
"AP",1778,70,3,3,"Rua Episcopal, 2474 - Centro, São Carlos - SP, Brazil","SP","São Carlos",-22.0141737,-47.8917452
"AP",2000,70,2,2,"Rua Barão de Icaraí, 16 - Flamengo, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.9389088,-43.1753714
"AP",4200,51,2,3,"Marapé, Santos - SP, Brazil","SP","Santos",-23.9561464,-46.3474319
"AP",720,76,2,1,"Rua Pioneiro Alfredo José da Costa, 368 - Jardim Alvorada, Maringá - PR, Brazil","PR","Maringá",-23.3868011,-51.9069974
"AP",4500,63,2,2,"Rua Soberana - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",2300,82,2,2,"Rodovia Virgílio Várzea, 2236 - Saco Grande, Florianópolis - SC, Brazil","SC","Florianópolis",-27.5371447,-48.5085144
"AP",1150,63,2,2,"Jardim Interlagos, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.1912366,-47.7553699
"AP",2000,85,3,3,"Avenida Dom João VI, 800 - Acupe de Brotas, Salvador - BA, Brazil","BA","Salvador",NA,NA
"AP",2000,138,3,3,"Batel, Curitiba - PR, Brazil","PR","Curitiba",-25.4331254,-48.7247085
"AP",3500,90,3,3,"Rua Santa Catarina - Lourdes, Belo Horizonte - MG, Brazil","MG","Belo Horizonte",-19.9305219,-43.9458238
"AP",1300,70,2,3,"Rua Marquês de Jacarepaguá, 185 - Taquara, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.925856,-43.3644352
"AP",1200,51,2,2,"Rua Pantojo, 1353 - Água Rasa, São Paulo - SP, Brazil","SP","São Paulo",-23.5627884,-46.5654284
"AP",740,21,1,1,"Rua Maria Eduarda, 517 - Pantanal, Florianópolis - SC, Brazil","SC","Florianópolis",-27.6078111,-48.5165716
"AP",1300,49,1,2,"Rua Coronel Correia Lima, 55 - Tijuca, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",NA,NA
"AP",1439,56,2,1,"Avenida Doutor Assis Ribeiro, 4500 - Cangaíba, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1300,50,2,1,"Avenida Raimundo Pereira de Magalhães - Pirituba, São Paulo - SP, Brazil","SP","São Paulo",-23.4652085,-46.7217569
"AP",4200,75,2,2,"Avenida Moema - Moema, São Paulo - SP, Brazil","SP","São Paulo",-23.6073304,-46.6551355
"AP",2800,87,3,2,"Avenida Rotary - Vila Brandina, Campinas - SP, Brazil","SP","Campinas",-22.895694,-47.0294473
"AP",2200,36,1,1,"Rua Doutor Carvalho de Mendonça, 20 - Campos Eliseos, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1950,47,1,1,"Alameda Campinas, 409 - Jardim Paulista, São Paulo - SP, Brazil","SP","São Paulo",-23.5650588,-46.6524026
"AP",2500,118,3,2,"Rua Giacomo Longobardi - Jardim Emilia, Sorocaba - SP, Brazil","SP","Sorocaba",-23.519384,-47.4575124
"AP",3450,55,1,1,"Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.6268017,-46.6881279
"AP",1000,70,3,2,"Jardim Palma Travassos, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",NA,NA
"AP",5000,55,2,2,"Rua da Paz - Alto Da Boa Vista, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",5000,57,1,1,"Rua José Caballero - Gonzaga, Santos - SP, Brazil","SP","Santos",-23.9647201,-46.3308804
"AP",1950,50,1,1,"Centro, Curitiba - PR, Brazil","PR","Curitiba",-25.7765741,-49.3270131
"AP",1000,60,2,1,"Santa Cruz, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.9176248,-43.6834907
"AP",1000,50,1,1,"Jardim Sumare, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.1944535,-47.8096509
"AP",1500,85,2,2,"Rua Visconde de Cabo Frio - Tijuca, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.9313271,-43.2376291
"AP",2800,95,3,3,"Rua Doutor Paulo César, 25 - Icaraí, Niterói - RJ, Brazil","RJ","Niterói",-22.8992549,-43.1109863
"AP",1600,60,2,1,"Vila Nova, Campinas - SP, Brazil","SP","Campinas",-23.088095,-46.9446581
"AP",3000,51,2,1,"Rua Engenheiro José Sá Rocha, 48 - Vila Mariana, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",250,60,1,1,"Rua Beija Flôr, 539 - Bombas, Bombinhas - SC, Brazil","SC","Bombinhas",-27.1391343,-48.5127551
"AP",3000,125,2,2,"Vila Independencia, Sorocaba - SP, Brazil","SP","Sorocaba",-23.5061642,-47.4694597
"AP",900,56,1,1,"Avenida Francisco Glicério, 148 - Centro, Campinas - SP, Brazil","SP","Campinas",-22.9135329,-47.055329
"AP",1200,53,2,1,"Rua Valdemar Celestino da Silva - Parque São Vicente, Mauá - SP, Brazil","SP","Mauá",NA,NA
"AP",800,42,1,2,"Jardim Nova Suiça, Piracicaba - SP, Brazil","SP","Piracicaba",NA,NA
"AP",6000,140,3,1,"Urca, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.954074,-43.1679727
"AP",3000,66,1,1,"Rua Rubens Meireles - Água Branca, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1690,50,1,1,"Rua das Uvaias - Saúde, São Paulo - SP, Brazil","SP","São Paulo",-23.6207952,-46.6408016
"AP",2300,62,2,2,"Rua Faustolo, 516 - Vila Romana, São Paulo - SP, Brazil","SP","São Paulo",-23.523881430956,-46.6904682037514
"AP",3500,110,3,3,"Rua Eça de Queiróz, 258 - Vila Mariana, São Paulo - SP, Brazil","SP","São Paulo",-23.5781643,-46.6409268
"AP",1700,60,2,2,"Parque Campolim, Sorocaba - SP, Brazil","SP","Sorocaba",-23.5262482,-47.4648183
"AP",625,36,1,1,"Rua Álvares de Azevedo, 195 - Nossa Senhora do Rosario, Santa Maria - RS, Brazil","RS","Santa Maria",-29.6794792,-53.8125724
"AP",1000,40,1,1,"Santa Cecília, São Paulo - SP, Brazil","SP","São Paulo",-23.5296595,-46.651893888265
"AP",2860,65,1,2,"Centro, São José dos Campos - SP, Brazil","SP","São José dos Campos",-23.1738329,-45.8856471535562
"AP",1300,118,3,1,"Rua Francisco Vale - Centro, Juiz de Fora - MG, Brazil","MG","Juiz de Fora",-21.7656637,-43.3519931
"AP",800,48,2,1,"Jardim das Bandeiras, Campinas - SP, Brazil","SP","Campinas",-23.1557867,-46.8710082
"AP",2600,61,1,1,"Bela Vista, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0353173,-51.1903512
"AP",1800,56,3,1,"Rua Miguel Couto, 601 - Santa Tereza, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0639843,-51.2291602
"AP",1000,70,2,1,"Vila da Penha, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.8435065,-43.3100585
"AP",1300,39,1,1,"Área Especial 2 Módulo F - Guara II, Brasília - DF, Brazil","DF","Brasília",NA,NA
"AP",3500,41,1,1,"Rua Artur Prado, 433 - Bela Vista, São Paulo - SP, Brazil","SP","São Paulo",-23.5609606,-46.6426224
"AP",6500,65,1,2,"Alameda dos Jurupis, 1267 - Moema, São Paulo - SP, Brazil","SP","São Paulo",-23.6136753,-46.6686225
"AP",1000,120,2,2,"Vila Imperial, São José do Rio Preto - SP, Brazil","SP","São José do Rio Preto",NA,NA
"AP",1307,40,2,1,"Avenida Vila Ema, 3000 - Vila Ema, São Paulo - SP, Brazil","SP","São Paulo",-23.581383,-46.564762
"AP",700,60,2,1,"Tubalina, Uberlândia - MG, Brazil","MG","Uberlândia",-18.9357767,-48.2986991
"AP",7300,96,3,3,"Pinheiros, São Paulo - SP, Brazil","SP","São Paulo",-23.567249,-46.7019515
"AP",900,74,2,2,"Rua Marlene Cavalcante - Jardim Guanabara, Macaé - RJ, Brazil","RJ","Macaé",NA,NA
"AP",1950,69,2,2,"Rua José Luiz Camargo Moreira, 202 - Mansões Santo Antônio, Campinas - SP, Brazil","SP","Campinas",NA,NA
"AP",13900,208,3,5,"Rua Doutor José Rodrigues Alves Sobrinho - Alto de Pinheiros, São Paulo - SP, Brazil","SP","São Paulo",-23.5524684,-46.7190389
"AP",950,54,2,1,"Areao, Taubaté - SP, Brazil","SP","Taubaté",-23.0003099,-45.5584753
"AP",1600,62,3,1,"Icarai, Amontada - CE, Brazil","CE","Amontada",-3.0274694,-39.6503127
"AP",1320,75,3,1,"Rua Professor Antônio Maria Moura, 954 - Jardim Neide, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1100,70,2,3,"Rua Engenheiro Artur Canguçu, 275 - Bonfim, Campinas - SP, Brazil","SP","Campinas",NA,NA
"AP",600,48,2,1,"Shopping Park, Uberlândia - MG, Brazil","MG","Uberlândia",-18.9786892,-48.2738794
"AP",3500,87,3,3,"Rua das Orquídeas, 332 - Jardim Pompéia, Indaiatuba - SP, Brazil","SP","Indaiatuba",-23.095185,-47.2224927
"AP",500,88,2,2,"Avenida da Saudade - Campos Eliseos, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",NA,NA
"AP",1500,80,3,1,"Rua Ibitirama, 1701 - Vila Prudente, São Paulo - SP, Brazil","SP","São Paulo",-23.5946805,-46.5786298
"AP",2350,50,1,1,"Rua Paula Ney, 451 - Vila Mariana, São Paulo - SP, Brazil","SP","São Paulo",-23.5758074,-46.6337038
"AP",1600,31,1,1,"Rua Doutor Ivo Define Frasca, 21 - Vila Olímpia, São Paulo - SP, Brazil","SP","São Paulo",-23.5945038,-46.6736989
"AP",3000,54,2,2,"Rua Pensilvânia - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.6096601,-46.6890978
"AP",1150,100,3,2,"Avenida General Afonseca, 1878 - Vila Julieta, Resende - RJ, Brazil","RJ","Resende",NA,NA
"AP",1950,70,3,2,"Rua Jasmim - Chácara Primavera, Campinas - SP, Brazil","SP","Campinas",-22.9109367,-47.2084067
"AP",2000,60,1,1,"Melville Empresarial Ii, Barueri - SP, Brazil","SP","Barueri",-23.4838174,-46.8492753
"AP",850,117,2,3,"Rua Doutor Bernardino, 280 - Praça Seca, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.8951164,-43.3499504
"AP",900,50,1,1,"Jardim Aquarius, São José dos Campos - SP, Brazil","SP","São José dos Campos",-23.2106013,-45.9045217
"AP",2740,55,1,1,"Rua Capital Federal, 541 - Sumaré, São Paulo - SP, Brazil","SP","São Paulo",-23.5425485,-46.6824046
"AP",2100,70,2,2,"SQS 402 Bloco F, 309 - Asa Sul, Brasília - DF, Brazil","DF","Brasília",NA,NA
"AP",2700,58,2,1,"Cambuí, Campinas - SP, Brazil","SP","Campinas",-22.892222,-47.049722
"AP",4000,200,4,4,"Funcionários, Belo Horizonte - MG, Brazil","MG","Belo Horizonte",-19.9325162,-43.9273182734633
"AP",3253,49,1,1,"Rua Conde de Itu, 352 - Santo Amaro, São Paulo - SP, Brazil","SP","São Paulo",-23.6467953,-46.7032955
"AP",4178,23,1,1,"Vila Olímpia, São Paulo - SP, Brazil","SP","São Paulo",-23.5940278,-46.6842193
"AP",2700,70,2,2,"Itacorubi, Florianópolis - SC, Brazil","SC","Florianópolis",-27.5815293,-48.5041412
"AP",889,36,1,1,"Jardim Lutfalla, São Carlos - SP, Brazil","SP","São Carlos",-22.0054872,-47.8935566
"AP",1500,90,3,2,"Rua Engenheiros Rebouças, 1151 - Rebouças, Curitiba - PR, Brazil","PR","Curitiba",-25.4411171,-49.2571267
"AP",800,77,3,1,"Copacabana, Uberlândia - MG, Brazil","MG","Uberlândia",NA,NA
"AP",1690,66,3,2,"Avenida Dom Cláudio José Gonçalves Ponce de Leão, 140 - Vila Ipiranga, Porto Alegre - RS, Brazil","RS","Porto Alegre",NA,NA
"AP",1500,110,2,1,"Rua Coronel Moreira Cesar, 331 - Icaraí, Niterói - RJ, Brazil","RJ","Niterói",-22.9036329,-43.1140699
"AP",5040,70,2,2,"Ipanema, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.9839557,-43.2022163
"AP",1500,78,2,2,"Rua Rio Grande do Sul, 664 - Barro Preto, Belo Horizonte - MG, Brazil","MG","Belo Horizonte",-19.921337,-43.9461018
"AP",1763,59,2,1,"dois Gramado Portal, Guarulhos - SP, Brazil","SP","Guarulhos",NA,NA
"AP",900,49,1,1,"Nova Ribeirânia, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.19564675,-47.7814920639134
"AP",980,40,1,1,"Avenida Bento Gonçalves, 2042 - Partenon, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0654021,-51.1514071
"AP",800,80,2,1,"Rua Paulo Firmeza - Tauape, Fortaleza - CE, Brazil","CE","Fortaleza",-3.7566187,-38.5068174
"AP",3950,100,3,3,"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-23.005174,-43.3707371
"AP",4000,120,3,2,"Rua Boa Esperança, 201 - Sion, Belo Horizonte - MG, Brazil","MG","Belo Horizonte",-19.94884,-43.932947
"AP",870,45,2,1,"Rua Doutor Alfredo Zacharias, 842 - Vila Pagano, Valinhos - SP, Brazil","SP","Valinhos",NA,NA
"AP",2050,63,2,2,"Avenida Marechal Mário Guedes, 40 - Jaguaré, São Paulo - SP, Brazil","SP","São Paulo",-23.5496933,-46.7350256
"AP",2850,70,2,2,"CA 2, 0 - Setor de Habitações Individuais Norte, Brasília - DF, Brazil","DF","Brasília",NA,NA
"AP",2100,92,3,3,"Rua Egberto Ferreira de Arruda Camargo, 1200 - Parque da Hípica, Campinas - SP, Brazil","SP","Campinas",NA,NA
"AP",1500,43,1,1,"Rua Sebastião Cortes, 41 - Sumaré, São Paulo - SP, Brazil","SP","São Paulo",-23.5404459,-46.6788923
"AP",889,40,1,2,"Avenida Araraquara, 329 - Vila Brasília, São Carlos - SP, Brazil","SP","São Carlos",-21.996696,-47.877789
"AP",3550,213,3,3,"Rua Capitão Alberto Mendes Júnior, 576 - Água Fria, São Paulo - SP, Brazil","SP","São Paulo",-23.4845938,-46.6196512
"AP",1500,70,2,1,"Parque Industrial, São José do Rio Preto - SP, Brazil","SP","São José do Rio Preto",-20.802415,-49.3922951
"AP",2200,77,3,2,"Rua Clemente Zetola, 334 - Centro, São José dos Pinhais - PR, Brazil","PR","São José dos Pinhais",-25.5335937,-49.2100163
"AP",1000,70,2,1,"Rua Petrocochino, 77 - Vila Isabel, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.9146378,-43.2548365
"AP",1300,44,1,2,"Rua General Lima e Silva, 148 - Centro Histórico, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0348534,-51.2260703
"AP",1050,46,2,1,"Parque das Constelacoes, Campinas - SP, Brazil","SP","Campinas",-22.7574755,-47.3093578043347
"AP",2276,55,2,1,"Rua Paris, 415 - Sumaré, São Paulo - SP, Brazil","SP","São Paulo",-23.5418308,-46.6873873
"AP",1550,70,2,1,"Tubalina, Uberlândia - MG, Brazil","MG","Uberlândia",-18.9357767,-48.2986991
"AP",2850,67,2,2,"Beco A, 8484 - Jardim do Salso, Porto Alegre - RS, Brazil","RS","Porto Alegre",NA,NA
"AP",5000,60,2,2,"Rua Ribeiro do Vale, 357 - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.6149986,-46.6897953
"AP",1700,47,2,1,"Mandaqui, São Paulo - SP, Brazil","SP","São Paulo",-23.4579405,-46.6412431436275
"AP",3000,85,2,2,"Rua Belisário Távora, 231 - Laranjeiras, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.9427841,-43.1928281
"AP",1400,75,3,1,"Avenida Jaguaré, 287 - Jaguaré, São Paulo - SP, Brazil","SP","São Paulo",-23.5568704,-46.7454255363697
"AP",850,32,1,1,"Avenida José Zilioli, 151 - Vila Sedenho, Araraquara - SP, Brazil","SP","Araraquara",NA,NA
"AP",1500,71,2,2,"Jardim Proença, Campinas - SP, Brazil","SP","Campinas",NA,NA
